,date,wm_yr_wk,weekday,wday,month,year,d,sporting_days,cultrural_days,national_days,religious_days,sales
795,4/3/13,11310,Wednesday,5,4,2013,796,0,0,0,0,47
796,4/4/13,11310,Thursday,6,4,2013,797,0,0,0,0,20
797,4/5/13,11310,Friday,7,4,2013,798,0,0,0,0,40
798,4/6/13,11311,Saturday,1,4,2013,799,0,0,0,0,44
799,4/7/13,11311,Sunday,2,4,2013,800,0,0,0,0,48
800,4/8/13,11311,Monday,3,4,2013,801,0,0,0,0,40
801,4/9/13,11311,Tuesday,4,4,2013,802,0,0,0,0,21
802,4/10/13,11311,Wednesday,5,4,2013,803,0,0,0,0,30
803,4/11/13,11311,Thursday,6,4,2013,804,0,0,0,0,37
804,4/12/13,11311,Friday,7,4,2013,805,0,0,0,0,29
805,4/13/13,11312,Saturday,1,4,2013,806,0,0,0,0,59
806,4/14/13,11312,Sunday,2,4,2013,807,0,0,0,0,31
807,4/15/13,11312,Monday,3,4,2013,808,0,0,0,0,25
808,4/16/13,11312,Tuesday,4,4,2013,809,0,0,0,0,23
809,4/17/13,11312,Wednesday,5,4,2013,810,0,0,0,0,25
810,4/18/13,11312,Thursday,6,4,2013,811,0,0,0,0,32
811,4/19/13,11312,Friday,7,4,2013,812,0,0,0,0,46
812,4/20/13,11313,Saturday,1,4,2013,813,0,0,0,0,41
813,4/21/13,11313,Sunday,2,4,2013,814,0,0,0,0,50
814,4/22/13,11313,Monday,3,4,2013,815,0,0,0,0,16
815,4/23/13,11313,Tuesday,4,4,2013,816,0,0,0,0,34
816,4/24/13,11313,Wednesday,5,4,2013,817,0,0,0,0,21
817,4/25/13,11313,Thursday,6,4,2013,818,0,0,0,0,34
818,4/26/13,11313,Friday,7,4,2013,819,0,0,0,0,35
819,4/27/13,11314,Saturday,1,4,2013,820,0,0,0,0,35
820,4/28/13,11314,Sunday,2,4,2013,821,0,0,0,0,45
821,4/29/13,11314,Monday,3,4,2013,822,0,0,0,0,28
822,4/30/13,11314,Tuesday,4,4,2013,823,0,0,0,0,33
823,5/1/13,11314,Wednesday,5,5,2013,824,0,0,0,0,25
824,5/2/13,11314,Thursday,6,5,2013,825,0,0,0,0,40
825,5/3/13,11314,Friday,7,5,2013,826,0,0,0,0,48
826,5/4/13,11315,Saturday,1,5,2013,827,0,0,0,0,73
827,5/5/13,11315,Sunday,2,5,2013,828,0,1,0,1,46
828,5/6/13,11315,Monday,3,5,2013,829,0,0,0,0,20
829,5/7/13,11315,Tuesday,4,5,2013,830,0,0,0,0,34
830,5/8/13,11315,Wednesday,5,5,2013,831,0,0,0,0,25
831,5/9/13,11315,Thursday,6,5,2013,832,0,0,0,0,39
832,5/10/13,11315,Friday,7,5,2013,833,0,0,0,0,39
833,5/11/13,11316,Saturday,1,5,2013,834,0,0,0,0,70
834,5/12/13,11316,Sunday,2,5,2013,835,0,1,0,0,65
835,5/13/13,11316,Monday,3,5,2013,836,0,0,0,0,33
836,5/14/13,11316,Tuesday,4,5,2013,837,0,0,0,0,24
837,5/15/13,11316,Wednesday,5,5,2013,838,0,0,0,0,27
838,5/16/13,11316,Thursday,6,5,2013,839,0,0,0,0,37
839,5/17/13,11316,Friday,7,5,2013,840,0,0,0,0,33
840,5/18/13,11317,Saturday,1,5,2013,841,0,0,0,0,55
841,5/19/13,11317,Sunday,2,5,2013,842,0,0,0,0,59
842,5/20/13,11317,Monday,3,5,2013,843,0,0,0,0,38
843,5/21/13,11317,Tuesday,4,5,2013,844,0,0,0,0,24
844,5/22/13,11317,Wednesday,5,5,2013,845,0,0,0,0,32
845,5/23/13,11317,Thursday,6,5,2013,846,0,0,0,0,26
846,5/24/13,11317,Friday,7,5,2013,847,0,0,0,0,33
847,5/25/13,11318,Saturday,1,5,2013,848,0,0,0,0,34
848,5/26/13,11318,Sunday,2,5,2013,849,0,0,0,0,52
849,5/27/13,11318,Monday,3,5,2013,850,0,0,1,0,35
850,5/28/13,11318,Tuesday,4,5,2013,851,0,0,0,0,26
851,5/29/13,11318,Wednesday,5,5,2013,852,0,0,0,0,19
852,5/30/13,11318,Thursday,6,5,2013,853,0,0,0,0,25
853,5/31/13,11318,Friday,7,5,2013,854,0,0,0,0,31
854,6/1/13,11319,Saturday,1,6,2013,855,0,0,0,0,56
855,6/2/13,11319,Sunday,2,6,2013,856,0,0,0,0,65
856,6/3/13,11319,Monday,3,6,2013,857,0,0,0,0,17
857,6/4/13,11319,Tuesday,4,6,2013,858,0,0,0,0,29
858,6/5/13,11319,Wednesday,5,6,2013,859,0,0,0,0,40
859,6/6/13,11319,Thursday,6,6,2013,860,1,0,0,0,16
860,6/7/13,11319,Friday,7,6,2013,861,0,0,0,0,63
861,6/8/13,11320,Saturday,1,6,2013,862,0,0,0,0,55
862,6/9/13,11320,Sunday,2,6,2013,863,0,0,0,0,56
863,6/10/13,11320,Monday,3,6,2013,864,0,0,0,0,55
864,6/11/13,11320,Tuesday,4,6,2013,865,0,0,0,0,39
865,6/12/13,11320,Wednesday,5,6,2013,866,0,0,0,0,52
866,6/13/13,11320,Thursday,6,6,2013,867,0,0,0,0,48
867,6/14/13,11320,Friday,7,6,2013,868,0,0,0,0,80
868,6/15/13,11321,Saturday,1,6,2013,869,0,0,0,0,64
869,6/16/13,11321,Sunday,2,6,2013,870,0,1,0,0,39
870,6/17/13,11321,Monday,3,6,2013,871,0,0,0,0,28
871,6/18/13,11321,Tuesday,4,6,2013,872,0,0,0,0,38
872,6/19/13,11321,Wednesday,5,6,2013,873,0,0,0,0,40
873,6/20/13,11321,Thursday,6,6,2013,874,1,0,0,0,49
874,6/21/13,11321,Friday,7,6,2013,875,0,0,0,0,57
875,6/22/13,11322,Saturday,1,6,2013,876,0,0,0,0,87
876,6/23/13,11322,Sunday,2,6,2013,877,0,0,0,0,55
877,6/24/13,11322,Monday,3,6,2013,878,0,0,0,0,20
878,6/25/13,11322,Tuesday,4,6,2013,879,0,0,0,0,36
879,6/26/13,11322,Wednesday,5,6,2013,880,0,0,0,0,62
880,6/27/13,11322,Thursday,6,6,2013,881,0,0,0,0,83
881,6/28/13,11322,Friday,7,6,2013,882,0,0,0,0,94
882,6/29/13,11323,Saturday,1,6,2013,883,0,0,0,0,97
883,6/30/13,11323,Sunday,2,6,2013,884,0,0,0,0,101
884,7/1/13,11323,Monday,3,7,2013,885,0,0,0,0,59
885,7/2/13,11323,Tuesday,4,7,2013,886,0,0,0,0,64
886,7/3/13,11323,Wednesday,5,7,2013,887,0,0,0,0,78
887,7/4/13,11323,Thursday,6,7,2013,888,0,0,1,0,83
888,7/5/13,11323,Friday,7,7,2013,889,0,0,0,0,53
889,7/6/13,11324,Saturday,1,7,2013,890,0,0,0,0,56
890,7/7/13,11324,Sunday,2,7,2013,891,0,0,0,0,79
891,7/8/13,11324,Monday,3,7,2013,892,0,0,0,0,67
892,7/9/13,11324,Tuesday,4,7,2013,893,0,0,0,1,52
893,7/10/13,11324,Wednesday,5,7,2013,894,0,0,0,0,41
894,7/11/13,11324,Thursday,6,7,2013,895,0,0,0,0,42
895,7/12/13,11324,Friday,7,7,2013,896,0,0,0,0,83
896,7/13/13,11325,Saturday,1,7,2013,897,0,0,0,0,89
897,7/14/13,11325,Sunday,2,7,2013,898,0,0,0,0,73
898,7/15/13,11325,Monday,3,7,2013,899,0,0,0,0,62
899,7/16/13,11325,Tuesday,4,7,2013,900,0,0,0,0,30
900,7/17/13,11325,Wednesday,5,7,2013,901,0,0,0,0,47
901,7/18/13,11325,Thursday,6,7,2013,902,0,0,0,0,55
902,7/19/13,11325,Friday,7,7,2013,903,0,0,0,0,62
903,7/20/13,11326,Saturday,1,7,2013,904,0,0,0,0,88
904,7/21/13,11326,Sunday,2,7,2013,905,0,0,0,0,100
905,7/22/13,11326,Monday,3,7,2013,906,0,0,0,0,44
906,7/23/13,11326,Tuesday,4,7,2013,907,0,0,0,0,41
907,7/24/13,11326,Wednesday,5,7,2013,908,0,0,0,0,66
908,7/25/13,11326,Thursday,6,7,2013,909,0,0,0,0,41
909,7/26/13,11326,Friday,7,7,2013,910,0,0,0,0,45
910,7/27/13,11327,Saturday,1,7,2013,911,0,0,0,0,82
911,7/28/13,11327,Sunday,2,7,2013,912,0,0,0,0,68
912,7/29/13,11327,Monday,3,7,2013,913,0,0,0,0,34
913,7/30/13,11327,Tuesday,4,7,2013,914,0,0,0,0,43
914,7/31/13,11327,Wednesday,5,7,2013,915,0,0,0,0,49
915,8/1/13,11327,Thursday,6,8,2013,916,0,0,0,0,69
916,8/2/13,11327,Friday,7,8,2013,917,0,0,0,0,69
917,8/3/13,11328,Saturday,1,8,2013,918,0,0,0,0,109
918,8/4/13,11328,Sunday,2,8,2013,919,0,0,0,0,73
919,8/5/13,11328,Monday,3,8,2013,920,0,0,0,0,50
920,8/6/13,11328,Tuesday,4,8,2013,921,0,0,0,0,40
921,8/7/13,11328,Wednesday,5,8,2013,922,0,0,0,0,42
922,8/8/13,11328,Thursday,6,8,2013,923,0,0,0,1,60
923,8/9/13,11328,Friday,7,8,2013,924,0,0,0,0,51
924,8/10/13,11329,Saturday,1,8,2013,925,0,0,0,0,95
925,8/11/13,11329,Sunday,2,8,2013,926,0,0,0,0,120
926,8/12/13,11329,Monday,3,8,2013,927,0,0,0,0,58
927,8/13/13,11329,Tuesday,4,8,2013,928,0,0,0,0,33
928,8/14/13,11329,Wednesday,5,8,2013,929,0,0,0,0,52
929,8/15/13,11329,Thursday,6,8,2013,930,0,0,0,0,60
930,8/16/13,11329,Friday,7,8,2013,931,0,0,0,0,85
931,8/17/13,11330,Saturday,1,8,2013,932,0,0,0,0,101
932,8/18/13,11330,Sunday,2,8,2013,933,0,0,0,0,112
933,8/19/13,11330,Monday,3,8,2013,934,0,0,0,0,49
934,8/20/13,11330,Tuesday,4,8,2013,935,0,0,0,0,53
935,8/21/13,11330,Wednesday,5,8,2013,936,0,0,0,0,52
936,8/22/13,11330,Thursday,6,8,2013,937,0,0,0,0,48
937,8/23/13,11330,Friday,7,8,2013,938,0,0,0,0,52
938,8/24/13,11331,Saturday,1,8,2013,939,0,0,0,0,82
939,8/25/13,11331,Sunday,2,8,2013,940,0,0,0,0,110
940,8/26/13,11331,Monday,3,8,2013,941,0,0,0,0,33
941,8/27/13,11331,Tuesday,4,8,2013,942,0,0,0,0,64
942,8/28/13,11331,Wednesday,5,8,2013,943,0,0,0,0,35
943,8/29/13,11331,Thursday,6,8,2013,944,0,0,0,0,41
944,8/30/13,11331,Friday,7,8,2013,945,0,0,0,0,73
945,8/31/13,11332,Saturday,1,8,2013,946,0,0,0,0,147
946,9/1/13,11332,Sunday,2,9,2013,947,0,0,0,0,89
947,9/2/13,11332,Monday,3,9,2013,948,0,0,1,0,52
948,9/3/13,11332,Tuesday,4,9,2013,949,0,0,0,0,41
949,9/4/13,11332,Wednesday,5,9,2013,950,0,0,0,0,58
950,9/5/13,11332,Thursday,6,9,2013,951,0,0,0,0,52
951,9/6/13,11332,Friday,7,9,2013,952,0,0,0,0,63
952,9/7/13,11333,Saturday,1,9,2013,953,0,0,0,0,99
953,9/8/13,11333,Sunday,2,9,2013,954,0,0,0,0,87
954,9/9/13,11333,Monday,3,9,2013,955,0,0,0,0,42
955,9/10/13,11333,Tuesday,4,9,2013,956,0,0,0,0,37
956,9/11/13,11333,Wednesday,5,9,2013,957,0,0,0,0,35
957,9/12/13,11333,Thursday,6,9,2013,958,0,0,0,0,45
958,9/13/13,11333,Friday,7,9,2013,959,0,0,0,0,67
959,9/14/13,11334,Saturday,1,9,2013,960,0,0,0,0,78
960,9/15/13,11334,Sunday,2,9,2013,961,0,0,0,0,70
961,9/16/13,11334,Monday,3,9,2013,962,0,0,0,0,44
962,9/17/13,11334,Tuesday,4,9,2013,963,0,0,0,0,32
963,9/18/13,11334,Wednesday,5,9,2013,964,0,0,0,0,46
964,9/19/13,11334,Thursday,6,9,2013,965,0,0,0,0,48
965,9/20/13,11334,Friday,7,9,2013,966,0,0,0,0,35
966,9/21/13,11335,Saturday,1,9,2013,967,0,0,0,0,64
967,9/22/13,11335,Sunday,2,9,2013,968,0,0,0,0,72
968,9/23/13,11335,Monday,3,9,2013,969,0,0,0,0,38
969,9/24/13,11335,Tuesday,4,9,2013,970,0,0,0,0,25
970,9/25/13,11335,Wednesday,5,9,2013,971,0,0,0,0,20
971,9/26/13,11335,Thursday,6,9,2013,972,0,0,0,0,24
972,9/27/13,11335,Friday,7,9,2013,973,0,0,0,0,45
973,9/28/13,11336,Saturday,1,9,2013,974,0,0,0,0,75
974,9/29/13,11336,Sunday,2,9,2013,975,0,0,0,0,68
975,9/30/13,11336,Monday,3,9,2013,976,0,0,0,0,30
976,10/1/13,11336,Tuesday,4,10,2013,977,0,0,0,0,34
977,10/2/13,11336,Wednesday,5,10,2013,978,0,0,0,0,29
978,10/3/13,11336,Thursday,6,10,2013,979,0,0,0,0,30
979,10/4/13,11336,Friday,7,10,2013,980,0,0,0,0,55
980,10/5/13,11337,Saturday,1,10,2013,981,0,0,0,0,87
981,10/6/13,11337,Sunday,2,10,2013,982,0,0,0,0,74
982,10/7/13,11337,Monday,3,10,2013,983,0,0,0,0,34
983,10/8/13,11337,Tuesday,4,10,2013,984,0,0,0,0,26
984,10/9/13,11337,Wednesday,5,10,2013,985,0,0,0,0,32
985,10/10/13,11337,Thursday,6,10,2013,986,0,0,0,0,39
986,10/11/13,11337,Friday,7,10,2013,987,0,0,0,0,34
987,10/12/13,11338,Saturday,1,10,2013,988,0,0,0,0,75
988,10/13/13,11338,Sunday,2,10,2013,989,0,0,0,0,64
989,10/14/13,11338,Monday,3,10,2013,990,0,0,1,0,44
990,10/15/13,11338,Tuesday,4,10,2013,991,0,0,0,1,22
991,10/16/13,11338,Wednesday,5,10,2013,992,0,0,0,0,21
992,10/17/13,11338,Thursday,6,10,2013,993,0,0,0,0,26
993,10/18/13,11338,Friday,7,10,2013,994,0,0,0,0,36
994,10/19/13,11339,Saturday,1,10,2013,995,0,0,0,0,76
995,10/20/13,11339,Sunday,2,10,2013,996,0,0,0,0,72
996,10/21/13,11339,Monday,3,10,2013,997,0,0,0,0,31
997,10/22/13,11339,Tuesday,4,10,2013,998,0,0,0,0,26
998,10/23/13,11339,Wednesday,5,10,2013,999,0,0,0,0,29
999,10/24/13,11339,Thursday,6,10,2013,1000,0,0,0,0,17
1000,10/25/13,11339,Friday,7,10,2013,1001,0,0,0,0,46
1001,10/26/13,11340,Saturday,1,10,2013,1002,0,0,0,0,73
1002,10/27/13,11340,Sunday,2,10,2013,1003,0,0,0,0,56
1003,10/28/13,11340,Monday,3,10,2013,1004,0,0,0,0,25
1004,10/29/13,11340,Tuesday,4,10,2013,1005,0,0,0,0,41
1005,10/30/13,11340,Wednesday,5,10,2013,1006,0,0,0,0,35
1006,10/31/13,11340,Thursday,6,10,2013,1007,0,1,0,0,31
1007,11/1/13,11340,Friday,7,11,2013,1008,0,0,0,0,63
1008,11/2/13,11341,Saturday,1,11,2013,1009,0,0,0,0,55
1009,11/3/13,11341,Sunday,2,11,2013,1010,0,0,0,0,65
1010,11/4/13,11341,Monday,3,11,2013,1011,0,0,0,0,32
1011,11/5/13,11341,Tuesday,4,11,2013,1012,0,0,0,0,33
1012,11/6/13,11341,Wednesday,5,11,2013,1013,0,0,0,0,26
1013,11/7/13,11341,Thursday,6,11,2013,1014,0,0,0,0,30
1014,11/8/13,11341,Friday,7,11,2013,1015,0,0,0,0,33
1015,11/9/13,11342,Saturday,1,11,2013,1016,0,0,0,0,61
1016,11/10/13,11342,Sunday,2,11,2013,1017,0,0,0,0,86
1017,11/11/13,11342,Monday,3,11,2013,1018,0,0,1,0,60
1018,11/12/13,11342,Tuesday,4,11,2013,1019,0,0,0,0,26
1019,11/13/13,11342,Wednesday,5,11,2013,1020,0,0,0,0,32
1020,11/14/13,11342,Thursday,6,11,2013,1021,0,0,0,0,32
1021,11/15/13,11342,Friday,7,11,2013,1022,0,0,0,0,43
1022,11/16/13,11343,Saturday,1,11,2013,1023,0,0,0,0,54
1023,11/17/13,11343,Sunday,2,11,2013,1024,0,0,0,0,58
1024,11/18/13,11343,Monday,3,11,2013,1025,0,0,0,0,28
1025,11/19/13,11343,Tuesday,4,11,2013,1026,0,0,0,0,16
1026,11/20/13,11343,Wednesday,5,11,2013,1027,0,0,0,0,31
1027,11/21/13,11343,Thursday,6,11,2013,1028,0,0,0,0,33
1028,11/22/13,11343,Friday,7,11,2013,1029,0,0,0,0,39
1029,11/23/13,11344,Saturday,1,11,2013,1030,0,0,0,0,67
1030,11/24/13,11344,Sunday,2,11,2013,1031,0,0,0,0,57
1031,11/25/13,11344,Monday,3,11,2013,1032,0,0,0,0,41
1032,11/26/13,11344,Tuesday,4,11,2013,1033,0,0,0,0,51
1033,11/27/13,11344,Wednesday,5,11,2013,1034,0,0,0,0,42
1034,11/28/13,11344,Thursday,6,11,2013,1035,0,0,1,0,91
1035,11/29/13,11344,Friday,7,11,2013,1036,0,0,0,0,50
1036,11/30/13,11345,Saturday,1,11,2013,1037,0,0,0,0,45
1037,12/1/13,11345,Sunday,2,12,2013,1038,0,0,0,0,52
1038,12/2/13,11345,Monday,3,12,2013,1039,0,0,0,0,26
1039,12/3/13,11345,Tuesday,4,12,2013,1040,0,0,0,0,25
1040,12/4/13,11345,Wednesday,5,12,2013,1041,0,0,0,0,27
1041,12/5/13,11345,Thursday,6,12,2013,1042,0,0,0,1,38
1042,12/6/13,11345,Friday,7,12,2013,1043,0,0,0,0,41
1043,12/7/13,11346,Saturday,1,12,2013,1044,0,0,0,0,49
1044,12/8/13,11346,Sunday,2,12,2013,1045,0,0,0,0,40
1045,12/9/13,11346,Monday,3,12,2013,1046,0,0,0,0,29
1046,12/10/13,11346,Tuesday,4,12,2013,1047,0,0,0,0,29
1047,12/11/13,11346,Wednesday,5,12,2013,1048,0,0,0,0,35
1048,12/12/13,11346,Thursday,6,12,2013,1049,0,0,0,0,21
1049,12/13/13,11346,Friday,7,12,2013,1050,0,0,0,0,38
1050,12/14/13,11347,Saturday,1,12,2013,1051,0,0,0,0,73
1051,12/15/13,11347,Sunday,2,12,2013,1052,0,0,0,0,73
1052,12/16/13,11347,Monday,3,12,2013,1053,0,0,0,0,40
1053,12/17/13,11347,Tuesday,4,12,2013,1054,0,0,0,0,36
1054,12/18/13,11347,Wednesday,5,12,2013,1055,0,0,0,0,48
1055,12/19/13,11347,Thursday,6,12,2013,1056,0,0,0,0,48
1056,12/20/13,11347,Friday,7,12,2013,1057,0,0,0,0,49
1057,12/21/13,11348,Saturday,1,12,2013,1058,0,0,0,0,84
1058,12/22/13,11348,Sunday,2,12,2013,1059,0,0,0,0,104
1059,12/23/13,11348,Monday,3,12,2013,1060,0,0,0,0,68
1060,12/24/13,11348,Tuesday,4,12,2013,1061,0,0,0,0,53
1061,12/25/13,11348,Wednesday,5,12,2013,1062,0,0,1,0,52
1062,12/26/13,11348,Thursday,6,12,2013,1063,0,0,0,0,51
1063,12/27/13,11348,Friday,7,12,2013,1064,0,0,0,0,33
1064,12/28/13,11349,Saturday,1,12,2013,1065,0,0,0,0,52
1065,12/29/13,11349,Sunday,2,12,2013,1066,0,0,0,0,40
1066,12/30/13,11349,Monday,3,12,2013,1067,0,0,0,0,35
1067,12/31/13,11349,Tuesday,4,12,2013,1068,0,0,0,0,37
1068,1/1/14,11349,Wednesday,5,1,2014,1069,0,0,1,0,29
1069,1/2/14,11349,Thursday,6,1,2014,1070,0,0,0,0,28
1070,1/3/14,11349,Friday,7,1,2014,1071,0,0,0,0,40
1071,1/4/14,11350,Saturday,1,1,2014,1072,0,0,0,0,36
1072,1/5/14,11350,Sunday,2,1,2014,1073,0,0,0,0,32
1073,1/6/14,11350,Monday,3,1,2014,1074,0,0,0,0,16
1074,1/7/14,11350,Tuesday,4,1,2014,1075,0,0,0,1,18
1075,1/8/14,11350,Wednesday,5,1,2014,1076,0,0,0,0,24
1076,1/9/14,11350,Thursday,6,1,2014,1077,0,0,0,0,20
1077,1/10/14,11350,Friday,7,1,2014,1078,0,0,0,0,31
1078,1/11/14,11351,Saturday,1,1,2014,1079,0,0,0,0,43
1079,1/12/14,11351,Sunday,2,1,2014,1080,0,0,0,0,41
1080,1/13/14,11351,Monday,3,1,2014,1081,0,0,0,0,21
1081,1/14/14,11351,Tuesday,4,1,2014,1082,0,0,0,0,12
1082,1/15/14,11351,Wednesday,5,1,2014,1083,0,0,0,0,16
1083,1/16/14,11351,Thursday,6,1,2014,1084,0,0,0,0,23
1084,1/17/14,11351,Friday,7,1,2014,1085,0,0,0,0,40
1085,1/18/14,11352,Saturday,1,1,2014,1086,0,0,0,0,47
1086,1/19/14,11352,Sunday,2,1,2014,1087,0,0,0,0,38
1087,1/20/14,11352,Monday,3,1,2014,1088,0,0,1,0,37
1088,1/21/14,11352,Tuesday,4,1,2014,1089,0,0,0,0,21
1089,1/22/14,11352,Wednesday,5,1,2014,1090,0,0,0,0,15
1090,1/23/14,11352,Thursday,6,1,2014,1091,0,0,0,0,27
1091,1/24/14,11352,Friday,7,1,2014,1092,0,0,0,0,34
1092,1/25/14,11353,Saturday,1,1,2014,1093,0,0,0,0,62
1093,1/26/14,11353,Sunday,2,1,2014,1094,0,0,0,0,45
1094,1/27/14,11353,Monday,3,1,2014,1095,0,0,0,0,15
1095,1/28/14,11353,Tuesday,4,1,2014,1096,0,0,0,0,34
1096,1/29/14,11353,Wednesday,5,1,2014,1097,0,0,0,0,16
1097,1/30/14,11353,Thursday,6,1,2014,1098,0,0,0,0,33
1098,1/31/14,11353,Friday,7,1,2014,1099,0,0,0,0,37
1099,2/1/14,11401,Saturday,1,2,2014,1100,0,0,0,0,52
1100,2/2/14,11401,Sunday,2,2,2014,1101,1,0,0,0,31
1101,2/3/14,11401,Monday,3,2,2014,1102,0,0,0,0,28
1102,2/4/14,11401,Tuesday,4,2,2014,1103,0,0,0,0,17
1103,2/5/14,11401,Wednesday,5,2,2014,1104,0,0,0,0,20
1104,2/6/14,11401,Thursday,6,2,2014,1105,0,0,0,0,19
1105,2/7/14,11401,Friday,7,2,2014,1106,0,0,0,0,27
1106,2/8/14,11402,Saturday,1,2,2014,1107,0,0,0,0,54
1107,2/9/14,11402,Sunday,2,2,2014,1108,0,0,0,0,49
1108,2/10/14,11402,Monday,3,2,2014,1109,0,0,0,0,24
1109,2/11/14,11402,Tuesday,4,2,2014,1110,0,0,0,0,30
1110,2/12/14,11402,Wednesday,5,2,2014,1111,0,0,0,0,26
1111,2/13/14,11402,Thursday,6,2,2014,1112,0,0,0,0,44
1112,2/14/14,11402,Friday,7,2,2014,1113,0,1,0,0,34
1113,2/15/14,11403,Saturday,1,2,2014,1114,0,0,0,0,49
1114,2/16/14,11403,Sunday,2,2,2014,1115,0,0,0,0,45
1115,2/17/14,11403,Monday,3,2,2014,1116,0,0,1,0,34
1116,2/18/14,11403,Tuesday,4,2,2014,1117,0,0,0,0,11
1117,2/19/14,11403,Wednesday,5,2,2014,1118,0,0,0,0,29
1118,2/20/14,11403,Thursday,6,2,2014,1119,0,0,0,0,30
1119,2/21/14,11403,Friday,7,2,2014,1120,0,0,0,0,46
1120,2/22/14,11404,Saturday,1,2,2014,1121,0,0,0,0,46
1121,2/23/14,11404,Sunday,2,2,2014,1122,0,0,0,0,41
1122,2/24/14,11404,Monday,3,2,2014,1123,0,0,0,0,20
1123,2/25/14,11404,Tuesday,4,2,2014,1124,0,0,0,0,23
1124,2/26/14,11404,Wednesday,5,2,2014,1125,0,0,0,0,16
1125,2/27/14,11404,Thursday,6,2,2014,1126,0,0,0,0,20
1126,2/28/14,11404,Friday,7,2,2014,1127,0,0,0,0,27
1127,3/1/14,11405,Saturday,1,3,2014,1128,0,0,0,0,56
1128,3/2/14,11405,Sunday,2,3,2014,1129,0,0,0,0,47
1129,3/3/14,11405,Monday,3,3,2014,1130,0,0,0,0,27
1130,3/4/14,11405,Tuesday,4,3,2014,1131,0,0,0,0,27
1131,3/5/14,11405,Wednesday,5,3,2014,1132,0,0,0,1,27
1132,3/6/14,11405,Thursday,6,3,2014,1133,0,0,0,0,32
1133,3/7/14,11405,Friday,7,3,2014,1134,0,0,0,0,38
1134,3/8/14,11406,Saturday,1,3,2014,1135,0,0,0,0,46
1135,3/9/14,11406,Sunday,2,3,2014,1136,0,0,0,0,47
1136,3/10/14,11406,Monday,3,3,2014,1137,0,0,0,0,30
1137,3/11/14,11406,Tuesday,4,3,2014,1138,0,0,0,0,30
1138,3/12/14,11406,Wednesday,5,3,2014,1139,0,0,0,1,30
1139,3/13/14,11406,Thursday,6,3,2014,1140,0,0,0,0,26
1140,3/14/14,11406,Friday,7,3,2014,1141,0,0,0,0,29
1141,3/15/14,11407,Saturday,1,3,2014,1142,0,0,0,0,64
1142,3/16/14,11407,Sunday,2,3,2014,1143,0,0,0,1,74
1143,3/17/14,11407,Monday,3,3,2014,1144,0,1,0,0,22
1144,3/18/14,11407,Tuesday,4,3,2014,1145,0,0,0,0,24
1145,3/19/14,11407,Wednesday,5,3,2014,1146,0,0,0,0,30
1146,3/20/14,11407,Thursday,6,3,2014,1147,0,0,0,0,30
1147,3/21/14,11407,Friday,7,3,2014,1148,0,0,0,0,32
1148,3/22/14,11408,Saturday,1,3,2014,1149,0,0,0,0,53
1149,3/23/14,11408,Sunday,2,3,2014,1150,0,0,0,0,39
1150,3/24/14,11408,Monday,3,3,2014,1151,0,0,0,0,35
1151,3/25/14,11408,Tuesday,4,3,2014,1152,0,0,0,0,32
1152,3/26/14,11408,Wednesday,5,3,2014,1153,0,0,0,0,25
1153,3/27/14,11408,Thursday,6,3,2014,1154,0,0,0,0,18
1154,3/28/14,11408,Friday,7,3,2014,1155,0,0,0,0,31
1155,3/29/14,11409,Saturday,1,3,2014,1156,0,0,0,0,52
1156,3/30/14,11409,Sunday,2,3,2014,1157,0,0,0,0,50
1157,3/31/14,11409,Monday,3,3,2014,1158,0,0,0,0,19
1158,4/1/14,11409,Tuesday,4,4,2014,1159,0,0,0,0,16
1159,4/2/14,11409,Wednesday,5,4,2014,1160,0,0,0,0,21
1160,4/3/14,11409,Thursday,6,4,2014,1161,0,0,0,0,36
1161,4/4/14,11409,Friday,7,4,2014,1162,0,0,0,0,31
1162,4/5/14,11410,Saturday,1,4,2014,1163,0,0,0,0,60
1163,4/6/14,11410,Sunday,2,4,2014,1164,0,0,0,0,77
1164,4/7/14,11410,Monday,3,4,2014,1165,0,0,0,0,57
1165,4/8/14,11410,Tuesday,4,4,2014,1166,0,0,0,0,37
1166,4/9/14,11410,Wednesday,5,4,2014,1167,0,0,0,0,43
1167,4/10/14,11410,Thursday,6,4,2014,1168,0,0,0,0,42
1168,4/11/14,11410,Friday,7,4,2014,1169,0,0,0,0,33
1169,4/12/14,11411,Saturday,1,4,2014,1170,0,0,0,0,53
1170,4/13/14,11411,Sunday,2,4,2014,1171,0,0,0,0,50
1171,4/14/14,11411,Monday,3,4,2014,1172,0,0,0,0,40
1172,4/15/14,11411,Tuesday,4,4,2014,1173,0,0,0,0,28
1173,4/16/14,11411,Wednesday,5,4,2014,1174,0,0,0,0,46
1174,4/17/14,11411,Thursday,6,4,2014,1175,0,0,0,0,42
1175,4/18/14,11411,Friday,7,4,2014,1176,0,0,0,0,56
1176,4/19/14,11412,Saturday,1,4,2014,1177,0,0,0,0,71
1177,4/20/14,11412,Sunday,2,4,2014,1178,0,1,0,1,46
1178,4/21/14,11412,Monday,3,4,2014,1179,0,0,0,0,28
1179,4/22/14,11412,Tuesday,4,4,2014,1180,0,0,0,1,29
1180,4/23/14,11412,Wednesday,5,4,2014,1181,0,0,0,0,27
1181,4/24/14,11412,Thursday,6,4,2014,1182,0,0,0,0,38
1182,4/25/14,11412,Friday,7,4,2014,1183,0,0,0,0,38
